"","isolate_id","cluster_pb2","cluster_pb1","cluster_pa","cluster_ha","cluster_np","cluster_na","cluster_mp","cluster_ns","cluster_profile"
"1522","EPI_ISL_5115620",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1523","EPI_ISL_5115619",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1524","EPI_ISL_5099474",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1525","EPI_ISL_5099468",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1526","EPI_ISL_5095322",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1527","EPI_ISL_5095321",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1528","EPI_ISL_5095320",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1529","EPI_ISL_5095319",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1530","EPI_ISL_5099368",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1531","EPI_ISL_1240677",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1532","EPI_ISL_2932617",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1533","EPI_ISL_1241004",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1534","EPI_ISL_7753443",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1535","EPI_ISL_7753407",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1536","EPI_ISL_7753405",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1537","EPI_ISL_7753387",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1538","EPI_ISL_7753367",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1539","EPI_ISL_7053000",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1540","EPI_ISL_1240717",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1541","EPI_ISL_810970",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1542","EPI_ISL_7626506",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1543","EPI_ISL_1273440",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"1544","EPI_ISL_1273423",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1545","EPI_ISL_1273422",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1546","EPI_ISL_1273421",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1547","EPI_ISL_1273420",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1548","EPI_ISL_1273417",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1549","EPI_ISL_1273416",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1550","EPI_ISL_978909",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"1551","EPI_ISL_978908",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"1552","EPI_ISL_978907",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"1553","EPI_ISL_978906",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"1554","EPI_ISL_978905",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1555","EPI_ISL_978904",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1556","EPI_ISL_978903",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1557","EPI_ISL_978902",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1558","EPI_ISL_978901",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1559","EPI_ISL_978900",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1560","EPI_ISL_978899",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1561","EPI_ISL_978898",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1562","EPI_ISL_978897",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1563","EPI_ISL_978896",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1564","EPI_ISL_978895",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1565","EPI_ISL_978894",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1566","EPI_ISL_978893",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1567","EPI_ISL_978892",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1568","EPI_ISL_978891",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1569","EPI_ISL_978890",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1570","EPI_ISL_14769967",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1571","EPI_ISL_14769966",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1572","EPI_ISL_5144407",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1573","EPI_ISL_5144341",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1574","EPI_ISL_5115614",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1575","EPI_ISL_5115621",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1576","EPI_ISL_5115613",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1577","EPI_ISL_5099463",6,4,3,1,2,2,1,3,"6_4_3_1_2_2_1_3"
"1578","EPI_ISL_5099373",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1579","EPI_ISL_5099476",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1580","EPI_ISL_5099451",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1581","EPI_ISL_5099462",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1582","EPI_ISL_5099367",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1583","EPI_ISL_1719915",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1584","EPI_ISL_1719913",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1585","EPI_ISL_995172",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1586","EPI_ISL_6328036",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1587","EPI_ISL_6328022",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1588","EPI_ISL_5865417",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1589","EPI_ISL_2932609",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1590","EPI_ISL_810963",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"1591","EPI_ISL_7458702",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1592","EPI_ISL_7380813",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1593","EPI_ISL_7380623",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1594","EPI_ISL_978914",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1595","EPI_ISL_978913",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1596","EPI_ISL_978912",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1597","EPI_ISL_978911",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1598","EPI_ISL_978910",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1599","EPI_ISL_1240998",6,4,1,1,3,2,1,3,"6_4_1_1_3_2_1_3"
"1600","EPI_ISL_5099356",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1601","EPI_ISL_7753230",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1602","EPI_ISL_5144368",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1603","EPI_ISL_1719914",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1604","EPI_ISL_7626514",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1605","EPI_ISL_1941480",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1606","EPI_ISL_1941444",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1607","EPI_ISL_1941417",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1608","EPI_ISL_1941375",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1609","EPI_ISL_1941365",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1610","EPI_ISL_1941351",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1611","EPI_ISL_6934175",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1612","EPI_ISL_1048240",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1613","EPI_ISL_1048239",22,6,13,1,9,7,1,1,"22_6_13_1_9_7_1_1"
"1614","EPI_ISL_7597827",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1615","EPI_ISL_2932682",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1616","EPI_ISL_1093424",6,4,2,1,3,3,1,3,"6_4_2_1_3_3_1_3"
"1617","EPI_ISL_5099456",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1618","EPI_ISL_5058432",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1619","EPI_ISL_2174728",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1620","EPI_ISL_1048241",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1621","EPI_ISL_1240718",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1622","EPI_ISL_2932683",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1623","EPI_ISL_2932616",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1624","EPI_ISL_2932608",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1625","EPI_ISL_7880696",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1626","EPI_ISL_7880689",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1627","EPI_ISL_7589566",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1628","EPI_ISL_7626533",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1629","EPI_ISL_7626532",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1630","EPI_ISL_7626526",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1631","EPI_ISL_7626513",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1632","EPI_ISL_7626512",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1633","EPI_ISL_7626484",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1634","EPI_ISL_1191587",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1635","EPI_ISL_5463801",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1636","EPI_ISL_5463800",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1637","EPI_ISL_5463804",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1638","EPI_ISL_5463796",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1639","EPI_ISL_5463795",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1640","EPI_ISL_5463794",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1641","EPI_ISL_5463793",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1642","EPI_ISL_1093423",6,7,2,1,3,2,1,3,"6_7_2_1_3_2_1_3"
"1643","EPI_ISL_1822599",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1644","EPI_ISL_1822598",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1645","EPI_ISL_1822597",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1646","EPI_ISL_1822596",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1647","EPI_ISL_1822595",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1648","EPI_ISL_1822594",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1649","EPI_ISL_1822593",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1650","EPI_ISL_1822592",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1651","EPI_ISL_5463806",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1652","EPI_ISL_5463805",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1653","EPI_ISL_1236901",6,7,2,1,3,2,1,3,"6_7_2_1_3_2_1_3"
"1654","EPI_ISL_3026699",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1655","EPI_ISL_5463803",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1656","EPI_ISL_5463802",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1657","EPI_ISL_5463799",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1658","EPI_ISL_5463798",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1659","EPI_ISL_5463797",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1660","EPI_ISL_1093425",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1661","EPI_ISL_7585764",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1662","EPI_ISL_6930238",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1663","EPI_ISL_6929970",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1664","EPI_ISL_1093422",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1665","EPI_ISL_8215689",8,7,1,1,2,1,1,1,"8_7_1_1_2_1_1_1"
"1666","EPI_ISL_8215688",8,7,1,1,2,1,1,1,"8_7_1_1_2_1_1_1"
"1667","EPI_ISL_8215686",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1668","EPI_ISL_8215685",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1669","EPI_ISL_8215662",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1670","EPI_ISL_8215661",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1671","EPI_ISL_8215660",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1672","EPI_ISL_8215659",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1673","EPI_ISL_8215658",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1674","EPI_ISL_8215657",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1675","EPI_ISL_8215656",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1676","EPI_ISL_8215655",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1677","EPI_ISL_8215654",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1678","EPI_ISL_8215653",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1679","EPI_ISL_8215687",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1680","EPI_ISL_8215684",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1681","EPI_ISL_8215663",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1682","EPI_ISL_8377056",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1683","EPI_ISL_8377254",15,8,1,1,7,1,1,5,"15_8_1_1_7_1_1_5"
"1684","EPI_ISL_8377417",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1685","EPI_ISL_8377418",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1686","EPI_ISL_8650947",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1687","EPI_ISL_8650948",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1688","EPI_ISL_8650949",2,1,1,1,9,1,1,1,"2_1_1_1_9_1_1_1"
"1689","EPI_ISL_9261741",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1690","EPI_ISL_9261742",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1691","EPI_ISL_9261743",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1692","EPI_ISL_9261744",2,1,2,1,2,1,1,1,"2_1_2_1_2_1_1_1"
"1693","EPI_ISL_9261745",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1694","EPI_ISL_9261747",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1695","EPI_ISL_9261748",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1696","EPI_ISL_9261749",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1697","EPI_ISL_9261750",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1698","EPI_ISL_9261751",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1699","EPI_ISL_9880015",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1700","EPI_ISL_9880019",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1701","EPI_ISL_9880021",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1702","EPI_ISL_9880151",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1703","EPI_ISL_9880152",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1704","EPI_ISL_9880153",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1705","EPI_ISL_10220427",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1706","EPI_ISL_10220428",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1707","EPI_ISL_10220429",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1708","EPI_ISL_10220432",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1709","EPI_ISL_10261376",2,1,1,1,9,1,1,1,"2_1_1_1_9_1_1_1"
"1710","EPI_ISL_10347218",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1711","EPI_ISL_10347219",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1712","EPI_ISL_10347220",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1713","EPI_ISL_10347326",2,1,1,1,9,1,1,1,"2_1_1_1_9_1_1_1"
"1714","EPI_ISL_10576444",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1715","EPI_ISL_10724257",2,1,1,1,9,1,1,1,"2_1_1_1_9_1_1_1"
"1716","EPI_ISL_10724259",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1717","EPI_ISL_10915976",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1718","EPI_ISL_11112484",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1719","EPI_ISL_11211731",20,1,1,1,2,1,1,1,"20_1_1_1_2_1_1_1"
"1720","EPI_ISL_11260218",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1721","EPI_ISL_11330431",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1722","EPI_ISL_11580255",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1723","EPI_ISL_11633613",1,1,1,1,2,1,1,1,"1_1_1_1_2_1_1_1"
"1724","EPI_ISL_11633614",8,6,1,1,2,1,1,1,"8_6_1_1_2_1_1_1"
"1725","EPI_ISL_11633616",1,1,1,1,2,1,1,1,"1_1_1_1_2_1_1_1"
"1726","EPI_ISL_12177629",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1727","EPI_ISL_12210335",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1728","EPI_ISL_12325210",1,1,10,1,21,1,1,1,"1_1_10_1_21_1_1_1"
"1729","EPI_ISL_12514442",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1730","EPI_ISL_12514483",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1731","EPI_ISL_12567390",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1732","EPI_ISL_12567391",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1733","EPI_ISL_12567392",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1734","EPI_ISL_12567393",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1735","EPI_ISL_12567529",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1736","EPI_ISL_12567530",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1737","EPI_ISL_12567531",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1738","EPI_ISL_12567532",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1739","EPI_ISL_12567533",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1740","EPI_ISL_12690318",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1741","EPI_ISL_12690319",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1742","EPI_ISL_12690320",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1743","EPI_ISL_12690321",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1744","EPI_ISL_12690322",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1745","EPI_ISL_12690323",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1746","EPI_ISL_12690324",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1747","EPI_ISL_12690325",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1748","EPI_ISL_12690568",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1749","EPI_ISL_12690569",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1750","EPI_ISL_12690570",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1751","EPI_ISL_12690571",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1752","EPI_ISL_12693855",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1753","EPI_ISL_12968592",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1754","EPI_ISL_12968593",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1755","EPI_ISL_12968817",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1756","EPI_ISL_12968823",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1757","EPI_ISL_12980521",6,6,2,1,24,3,1,3,"6_6_2_1_24_3_1_3"
"1758","EPI_ISL_13009618",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1759","EPI_ISL_13009620",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1760","EPI_ISL_13009634",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1761","EPI_ISL_13009636",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"1762","EPI_ISL_13009652",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1763","EPI_ISL_13009658",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1764","EPI_ISL_13009673",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1765","EPI_ISL_13009677",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1766","EPI_ISL_13009689",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1767","EPI_ISL_13009694",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"1768","EPI_ISL_13026099",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1769","EPI_ISL_13026104",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1770","EPI_ISL_13026105",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1771","EPI_ISL_13026106",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1772","EPI_ISL_13026236",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1773","EPI_ISL_13026237",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1774","EPI_ISL_13026245",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1775","EPI_ISL_13026246",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1776","EPI_ISL_13116131",3,1,1,1,1,1,1,1,"3_1_1_1_1_1_1_1"
"1777","EPI_ISL_13243350",20,1,1,1,2,1,1,1,"20_1_1_1_2_1_1_1"
"1778","EPI_ISL_13246657",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1779","EPI_ISL_13300319",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1780","EPI_ISL_13300324",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1781","EPI_ISL_13369398",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1782","EPI_ISL_13369399",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1783","EPI_ISL_13369400",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1784","EPI_ISL_13369401",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1785","EPI_ISL_13369740",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1786","EPI_ISL_13369741",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1787","EPI_ISL_13369742",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"1788","EPI_ISL_13369743",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1789","EPI_ISL_13369744",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1790","EPI_ISL_13369745",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1791","EPI_ISL_13369746",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1792","EPI_ISL_13369747",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1793","EPI_ISL_13369748",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1794","EPI_ISL_13369753",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1795","EPI_ISL_13369754",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1796","EPI_ISL_13369755",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"1797","EPI_ISL_13369756",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1798","EPI_ISL_13369757",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1799","EPI_ISL_13369758",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"1800","EPI_ISL_13369759",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
