GISAID_isolate_id,genotype_profile,genotype_label,USDA_genotype
EPI_ISL_13967740,14_8_1_1_7_1_1_5,H5N1/2021/R6,Notassigned
EPI_ISL_14070455,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_14098915,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098916,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098917,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098918,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098919,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098920,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098921,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098922,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098923,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14098924,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_14233919,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233920,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233921,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233922,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233924,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233925,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233927,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233930,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233931,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233932,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14233944,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14389524,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14390100,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14393465,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14393671,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14533193,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_14553997,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_14615026,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_14615027,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_14615036,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_14619009,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14619020,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14619024,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14639383,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14639837,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14640323,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14643779,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14644201,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14775517,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14811896,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_14811929,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_14819895,9_7_6_2_2_2_1_3,H5N8/2020/R1,Notassigned
EPI_ISL_14819900,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823424,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823425,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823426,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823549,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823646,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823672,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823811,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823812,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14823813,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14824026,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14824091,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14824095,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14824122,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835960,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835963,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835964,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835965,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835968,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835974,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14835976,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836024,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836025,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836026,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836027,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836077,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836078,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836079,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836080,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836081,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836082,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836083,6_4_3_1_3_2_1_3,H5N8/2020/R2,NA
EPI_ISL_14836086,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836088,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836098,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836101,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836104,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836369,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836371,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836374,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14836376,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_14864637,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14864646,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14864650,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14864652,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14917968,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14917979,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14917999,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_14918030,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918217,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918305,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918327,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918605,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918892,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918893,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14918903,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934317,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934318,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934479,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934607,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934883,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934884,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_14934885,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15004053,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15004054,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15004055,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004056,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004057,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004058,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004059,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004060,2_1_1_1_1_1_1_1,H5N1/2022/R2,B5.1
EPI_ISL_15004061,2_1_1_1_1_1_1_1,H5N1/2022/R2,B5.1
EPI_ISL_15004062,4_1_1_1_1_1_1_2,H5N1/2022/R8,B2.2
EPI_ISL_15004063,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004064,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004065,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004066,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004067,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004068,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_15004069,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004070,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004071,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004072,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004372,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15004373,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15004374,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004375,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_15004376,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004377,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004378,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004379,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004380,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15004381,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15004383,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004384,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004385,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004386,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004387,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004388,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004389,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004390,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004391,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004392,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004393,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004394,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004395,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004396,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004397,2_1_1_1_1_1_1_1,H5N1/2022/R2,Minor04
EPI_ISL_15004398,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004399,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004400,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004401,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004402,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_15004403,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_15004404,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004405,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004406,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004407,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15004408,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004409,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004410,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004411,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004412,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15004413,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15069397,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15069398,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_15069399,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15069400,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15069401,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_15077376,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_15077377,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_15078237,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15078238,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15078239,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_15078240,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15078241,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_15078244,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15078245,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15078246,5_3_1_1_1_1_1_1,NA,Minor15
EPI_ISL_15078247,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_15078248,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15078249,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15078250,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15078251,5_1_1_1_1_1_1_1,H5N1/2022/R6,B3.1
EPI_ISL_15078252,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15078253,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15078254,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_15078255,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_15078261,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15267012,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267013,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267014,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267016,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267017,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267018,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267019,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267020,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267021,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267022,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15267026,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_15267027,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_15364789,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_15364790,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15364792,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15364794,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15364795,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15364796,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15364797,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15430209,6_4_3_1_3_2_1_3,H5N8/2020/R2,Notassigned
EPI_ISL_15581789,17_1_2_1_2_1_1_1,H5N1/2021/R5,Notassigned
EPI_ISL_15581792,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585748,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_15585749,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585750,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585751,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585752,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585753,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585754,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585755,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585756,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585757,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585758,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585759,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585760,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585761,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585762,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585763,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585764,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585765,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585839,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585840,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585841,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585842,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585843,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_15585844,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585856,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585857,1_1_2_1_20_1_1_1,NA,Notassigned
EPI_ISL_15585858,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585861,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585862,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585863,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585864,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585865,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585880,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585881,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585882,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585883,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585884,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585885,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585886,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585888,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_15585890,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_15585891,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585892,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585893,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585894,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585895,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585896,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585897,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585898,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585899,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585904,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585905,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585906,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585908,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585909,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585910,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585911,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15585920,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586107,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586108,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586109,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586110,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586111,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586112,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586113,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586114,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586115,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586116,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586117,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586118,1_1_2_1_2_1_1_1,H5N1/2021/R2,NA
EPI_ISL_15586119,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586120,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586121,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586122,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586124,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586125,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586126,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586127,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586128,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586129,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586130,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586131,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_15586132,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586133,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586134,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586135,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15586136,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_15602898,3_23_1_1_13_22_1_1,NA,Notassigned
EPI_ISL_15614803,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15614805,2_1_1_1_2_1_1_1,H5N1/2020/R1,A1
EPI_ISL_15614807,4_1_1_1_1_1_1_1,H5N1/2022/R4,B2.1
EPI_ISL_15732741,35_1_2_1_2_19_1_1,NA,Notassigned
EPI_ISL_15732766,8_7_1_1_2_1_1_1,H5N1/2021/R1,A4
EPI_ISL_15839837,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15839838,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15839840,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15839841,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_15843373,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_15844573,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
